	0
850	Der siger jeg, at partierne jo bare kan praktisere at offentliggøre det.
851	Vi har en erhvervsklub i Liberal Alliance.
852	Der er der ikke nogen der kan bidrage med over 20.000 kr., for så ryger de over til offentliggørelse i partiet.
853	De regler kan man da bare vedtage i ethvert parti.
854	Så er der sikret stor åbenhed, og så er der ingen problemer i det.
855	Det samme gælder fagforeningernes annoncering for bestemte politiske partier osv.; der er såmænd nok gøre, hvis man skal den vej.
856	Nu er der taget gode skridt i den retning, og det stemmer vi for.
857	Så er det fru Susanne Eilersen, Dansk Folkeparti.
858	Tak.
859	Og det kan der jo.
860	Liberal Alliance må gerne være med i forhold til det betænkningsbidrag, som vi har sendt.
861	Der er jo en mulighed for det.
862	Så ordføreren står jo ligesom og taler både for og imod.
863	Jeg vil egentlig spørge endnu en gang: Hvis ordføreren og ordførerens parti på et tidspunkt ikke er med i regeringen, ønsker man så at bakke op om den betænkning, der ligger her?
864	Værsgo.
865	Det, jeg jo har understreget med al tydelighed i dag, er, at det er et meget, meget teoretisk spørgsmål, og det er sandsynligvis så langt ude i fremtiden, at jeg ikke kan se helt derud.
866	Derfor vil jeg selvfølgelig ikke bevæge mig ud i at svare på den slags spørgsmål.
867	Tak.
868	Der er ikke flere korte bemærkninger.
869	Så er det hr. Torsten Gejl.
870	Værsgo.
871	Alternativet er jo et værdibaseret parti.
872	Vi er baseret på seks værdier, og en af dem er gennemsigtighed.
873	Jeg synes ikke, at gennemsigtighed har det så let og godt i dag.
874	Som Enhedslistens ordfører også gjorde opmærksom på, har forhandlingsforløbet bag den her aftale ikke være særlig åbent.
875	Jeg synes ikke rigtig, at man, når man stiller spørgsmål til forligsparternes ordførere med en ærlig undren over, hvad argumenterne er for ikke at gå videre end det her, får ordentlige svar.
876	Det er noget med, at det er noget bøvl for vores partiforeninger, eller at man bliver hængt ud på Facebook.
877	Men jeg synes ikke, at det giver den grundargumentation, der gør, at det forklarer, hvorfor man ikke går længere, nu hvor man har chancen.
878	Så jeg synes lidt, at man mørklægger årsagerne til, at man skal mørklægge det beløb, som folk betaler i partistøtte.
879	Man kan vel roligt sige, at det er et meget længe ventet forslag.
880	I 2015 kom partistøtteudvalget med sine anbefalinger i en betænkning.
881	De foreslår en række ting, som er direkte til at implementere.
882	Det er dog ikke de anbefalinger, regeringen foreslår.
883	Det er alt sammen positive ting, som er et skridt i den rigtige retning, men vi synes, at det er et for lille skridt.
884	Danmark har fået kritik af Europarådets antikorruptionsenhed GRECO, fordi der er alt for lidt åbenhed om partistøtten i Danmark.
885	Vi ved ikke, om det sker i Danmark.
886	Men muligheden er der, fordi det på det her område er så utrolig lukket.
887	Vi mener, at det er et stort problem.
888	Åbenhed omkring pengestrømme i politik er nemlig helt afgørende for et velfungerende demokrati.
889	Derfor mener vi, at man i det mindste bør indføre partistøtteudvalgets anbefalinger, og de er som sagt lige til at implementere.
890	Så det er lidt af en gåde, hvorfor regeringen og Socialdemokratiet ikke vil gøre det.
891	Vi mener ubestridt, at det danske demokrati fortjener en reel åbenhed om pengestrømmene i dansk politik.
892	I mellemtiden stemmer vi for det her lovforslag, som alt andet lige vil være et lille skridt i den rigtige retning.
893	Men jeg håber, at regeringen og Socialdemokratiet vil ændre holdning, så vi sammen kan sikre langt mere åbenhed i dansk politik, end det her lovforslag vil skabe.
894	Tak til hr. Torsten Gejl, og så er det hr. Andreas Steenberg, Radikale Venstre.
895	I Radikale Venstre har vi den holdning, at det er helt fint, at personer, organisationer og virksomheder giver et bidrag til et parti.
896	Det synes vi er rigtig fint, hvis nogen har lyst til det.
897	Og så synes vi, at partierne skal være åbne om det, så vælgerne kan se, hvem der har givet hvad og til hvem og hvilket beløb.
898	Vi stemmer for det her lovforslag, fordi det alt andet lige er bedre end den lov, der er.
899	Det får man styr på. Man får også styr på, at alle partier – det gør de fleste i forvejen – skal have en revisor på, så man kan være sikker på, at partiet har oplyst om alt det, der er kommet ind.
900	Det synes vi også er fornuftigt.
901	Men som det jo også er fremgået af debatten indtil nu, er vi med i det ret store mindretal, som godt kunne tænke sig at gå videre.
902	Vi kunne godt tænke os, at der også kom åbenhed om det, som nogle kalder naturalier, altså donationer, som ikke er et beløb, der kommer ind på en konto, men som f.eks. kunne være en annonce.
903	Vi kunne også godt tænke os, at der kom åbenhed om de her foreninger, hvor der bliver samlet penge ind, så befolkningen også kan se, hvad der er kommet ind der.
904	Så vi har ligesom mange andre et ønske om at gå videre, men vi støtter lovforslaget, fordi det er bedre end den lov, der gælder i dag.
905	Tak til ordføreren. hr. Jacob Mark, Socialistisk Folkeparti.
906	Tak for det, og tak for debatten.
907	Det her lovforslag er jo så et par skridt på vejen.
908	Det synes jeg sådan set er ganske fornuftigt.
909	Jeg synes bare, man skulle være gået skridtet videre, og det synes jeg man skulle have gjort sammen alle partierne imellem.
910	Derfor kan jeg også godt ærgre mig lidt over, at der har været en lidt lukket proces om, hvordan den her aftale er kommet til verden.
911	Jeg ved godt, at det er en mulighed, en regering har, men jeg synes egentlig, at vi partier har en fælles interesse i at få skabt åbenhed om det her.
912	Jeg tror egentlig også godt, at vi på sigt kan komme endnu længere, end hvad der ligger i det her lovforslag.
913	Så er der noget, der ikke har været sagt så meget om i debatten, og jeg siger det egentlig bare for sådan at bringe lidt pragmatisme ind i debatten.
914	Tak til hr. Jacob Mark.
915	Så er det fru Mette Abildgaard, Det Konservative Folkeparti.
916	Tak for det.
917	Der har jo allerede været en lang og indholdsrig debat, og jeg kommer sådan lidt som rosinen i pølseenden.
918	Det skal vi glæde os over i den her debat, hvor jeg synes, det hurtigt kan komme til at lyde, som om man antyder alt muligt om sine politiske medspillere og modstandere.
919	Der ligger jo en række ændringer i det her lovforslag.
920	Der ligger som nævnt, at i kommunerne og regionerne får kandidater og partier samme forpligtelse til at indberette og offentliggøre beløb på over 20.000 kr.
921	Jeg skal personligt indrømme, at sådan troede sådan set at det allerede var.
922	Så jeg tror sådan set ikke, det vil gøre den store forskel, men nu sikrer vi i hvert fald, at det bliver fastlagt ved lov.
923	Jeg er klar over, at man ikke imødekommer alle de kritikpunkter, der har været fra GRECO, men der er dog en god række, som man imødekommer med den aftale, der er indgået her.
924	Derfor kan vi også bakke op om den i Det Konservative Folkeparti.
925	Tak til ordføreren.
926	Der er nogle bemærkninger.
927	Fru Maria Reumert Gjerding, Enhedslisten.
928	Værsgo.
929	Det er mit ene spørgsmål.
930	Hvorfor er det, at det ikke er det fulde beløb? Der er jo så stor forskel på, om man giver 21.000 kr., eller man giver 1 mio. kr.
931	Hvad er det, befolkningen ikke må få at vide, siden man ikke går hele vejen og følger partistøtteudvalgets anbefalinger og sikrer den åbenhed, som jo er blevet efterspurgt i så mange år?
932	Værsgo til ordføreren.
933	Nu lagde spørgeren meget snedigt et vist pres på mig ved den indledende ros i forhold til rent faktisk at svare på spørgsmålene.
934	Men jeg skal gøre mig så umage, som jeg overhovedet kan.
935	Spørgeren spørger til, når der bliver givet støtte til politikere.
936	Når der bliver givet støtte til politikere, er det omfattet af partistøtteregler, og så skal det offentliggøres, hvem der har givet, hvis det er beløb på over 20.000 kr.
937	På den måde har offentligheden i dag adgang til at se, hvem det er, der har givet støtte.
938	Derudover offentliggør vi jo også vores endelige, samlede regnskaber, hvor man kan gå ind og se, hvad Det Konservative Folkeparti har fået i støtte i samlede beløb.
939	Jeg har det som politiker skønt med, at jeg i dag ikke aner, hvem der har givet hvilke tilskud til Det Konservative Folkeparti.
940	Det kan jeg sige med fuldstændig loyalitet over for min egen sandhedspligt: Jeg har ingen anelse om det.
941	Og det har jeg det godt med som politiker, for så ved jeg, at det ikke påvirker mig i de beslutninger, jeg skal træffe.
942	Den viden er rar for mig selv at have.
943	Fru Maria Reumert Gjerding.
944	Så hvorfor har man ikke fra Det Konservative Folkepartis side sørget for at lukke det hul og sørget for – hvis det er ligegyldigt – at befolkningen netop får indsigt i det fulde beløb.
945	Jeg forstår det oprigtig talt ikke.
946	Værsgo.
947	I spørgerens første spørgsmål spurgte spørgeren ind til den støtte, der bliver givet til politikerne.
948	Og det var det, jeg svarede på. Nu spørger spørgeren så til partierne, og der er jeg med på at der er nogle regler i forhold til erhvervsforeninger.
949	Men jeg synes faktisk, jeg svarede på det, der blev spurgt om i det første spørgsmål, nemlig støtte til politikere.
950	Så er det hr. Pelle Dragsted, Enhedslisten.
951	Jeg vil bare gerne høre ordføreren, om ordføreren vil oplyse, hvilken virksomhed der gemmer sig bag C-Business.
952	Hvor mange af dem har ydet over 20.000 kr., og hvor mange har ydet under 20.000 kr.? Og i så fald: Hvor store er beløbene?
953	Ordføreren.
954	Jeg ville gerne svare ordføreren, hvis jeg kunne, men det kan jeg ikke, for jeg aner ikke, hvilke støttebeløb der er givet til Det Konservative Folkeparti.
955	Det er jeg som folkevalgt politiker fuldstændig ude af, og det har jeg det så godt med.
956	Det er vores partisekretariat, der tager sig af den slags.
957	Jeg er ikke ude og lobbye i virksomheder for, at de skal melde sig ind i C-Business.
958	Det er adskilt hos os.
959	Det er der nogle andre der tager sig af.
960	Så jeg kan simpelt hen ikke svare på, hvem der har givet over 20.000 kr., og hvilke beløb de måtte have givet, for det er ikke en viden, jeg sidder inde med.
961	Derfor kan jeg være fuldstændig sikker på, at det heller ikke noget, der påvirker mig i det politiske arbejde, jeg laver.
962	Man skal være venlig at trykke sig ind for sin anden korte bemærkning.
963	Værsgo til hr. Pelle Dragsted.
964	Det skal jeg forsøge at huske; det er en ny regel.
965	Jeg ved ikke, om det også er tilfældet hos De Konservative.
966	Men altså det her med, at der er helt adskillelse mellem de folkevalgte og de her pengeklubber, er i så fald kun hos Det Konservative Folkeparti.
967	Ordføreren må derfor gerne oplyse, om ordføreren kan udelukke, at der også er den slags arrangementer, hvor politikerne møder medlemmerne af de her erhvervsklubber.
968	Det ville undre mig meget, for det er i hvert fald ikke tilfældet i de andre partier.
969	Egentlig er mit spørgsmål bare: Ville det ikke være rimeligt, at de danskere, der vil stemme på Det Konservative Folkeparti, ved, hvem der gemmer sig bag C-Business?
970	Værsgo, ordføreren.
971	Det, hr. Pelle Dragsted spurgte mig om i sit første spørgsmål, var, hvor mange i den her erhvervsklub der giver over 20.000 kr., og det ved jeg ikke.
972	Det ved jeg ganske oprigtig talt ikke.
973	Men jeg aner ikke, hvor meget de har givet.
974	Jeg tror, at der er et eller andet engangsbeløb for at være med i den her klub, og så aner jeg ikke, om der er nogle, der giver mere end det.
975	Hr.
976	Torsten Gejl, Alternativet.
977	Det er jo, fordi vi bekymrer os om de her udfordringer.
978	Vi bekymrer os om de her spørgsmål, og der mangler jeg stadig væk en hovedargumentation for, hvorfor vi ikke går videre nu, når vi er så gode på det her felt.
979	Jeg synes, at argumentationen flagrer.
980	Socialdemokraterne mener, at det skaber bøvl i partiforeningerne.
981	Venstre ordfører har sagt, at folk bliver hængt ud på Facebook.
982	Konservatives ordfører siger, at det er en skøn fornemmelse ikke at vide det.
983	Men det virker som en argumentation, der flagrer i alle retninger, i stedet for at man har sat sig sammen og med åbne øjne fundet ud af, at det er derfor, vi gør det.
984	Der er en grundargumentation.
985	Den savner jeg stadig væk.
986	Kan ordføreren give mig nogle mellemregninger? Hvorfor er det, at vi ikke skal oplyse, hvor store beløb folk giver, hvis det er over 20.000 kr.?
987	Værsgo.
988	Det er meget muligt, at spørgeren har ret i, at argumentationen flagrer, forstået på den måde, at vi har forskellige begrundelser for, hvorfor vi mener, at det her er en fornuftig aftale.
989	Der er forskel på Liberal Alliance, Det Konservative Folkeparti, Venstre og Socialdemokratiet.
990	Det er der, så derfor synes jeg også, at det er helt fair, at vi har forskellig argumentation bag det her forslag.
991	Jeg synes, at jeg har haft nogle overvejelser i forhold til, hvordan vi selv drøfter det her internt i mit parti.
992	Tak til ordføreren.
993	Så er det økonomi- og indenrigsministeren.
994	Værsgo.
995	Jeg vil gerne starte med at takke for en god debat, som jo er kommet ned i mange detaljer i forhold til spørgsmålet om private bidrag til politiske partier.
996	Jeg kan forstå, at der sådan set generelt er en positiv tilkendegivelse over for lovforslaget.
997	Jeg har ikke helt overblik over, om det er alle partier, der stemmer for, men det virker, som om vi er meget tæt på under alle omstændigheder, og det kan man som minister kun være glad for.
998	Det lovforslag, vi diskuterer her, udmønter en politisk aftale, som er indgået mellem trekløverregeringen og Socialdemokratiet, og som kræver en lovændring.
999	Lovforslaget udmønter således fire elementer fra aftalen.
1000	Tak for det.
1001	Tak for det.
1002	Der er en række korte bemærkninger, først fra fru Maria Reumert Gjerding, Enhedslisten.
1003	Jeg vil gerne – for det blev jeg opfordret til af Venstres gruppeformand – spørge regeringens repræsentant, ministeren, om forløbet af den her aftale.
1004	For jeg synes, det er mærkeligt, at det ikke er alle Folketingets partier, der er blevet inviteret, men kun en lille eksklusiv skare.
1005	Har det været forløbet? Er den her aftale baseret på to partier, der har besluttet, hvordan det her skal være fremadrettet, og har Liberal Alliance og De Konservative så rettet ind?
1006	Værsgo.
1007	For det første vil jeg bare starte med at sige, at det ikke er helt usædvanligt, at der er forhandlinger i Folketinget, hvor ikke alle Folketingets partier er inviteret.
1008	Det har Enhedslisten sikkert oplevet i andre tilfælde, hvis jeg nogenlunde kan Enhedslistens partihistorie korrekt, og det har vi også måttet sande i Liberal Alliance gennem årene.
1009	Nogle gange har der ikke engang været en begrundelse, og så har man jo bare kunnet gætte sig til, hvorfor det har været på den måde.
1010	Fru Maria Reumert Gjerding.
1011	Det her er så principielt.
1012	Det her handler om befolkningens og vælgernes mulighed for at få indblik i, hvilke økonomiske interesser der gemmer sig bag partierne.
1013	Det her er nogle regler, der angår os alle sammen.
1014	Derfor er det underligt, at det ikke er alle Folketingets partier, der er blevet indbudt til at følge op på et regeringsnedsat ekspertudvalgs anbefalinger om partistøtte.
1015	Kan ministeren ikke godt forklare Folketinget, hvorfor det har været en lille lukket skare, der har holdt forhandlingsmøde om det her uden at inddrage alle os andre?
1016	Værsgo, ministeren.
1017	For det første er jeg enig i, at det er principielt.
1018	Det er derfor, at jeg både principielt og reelt er utrolig glad for, at vi nu får mere åbenhed om partistøtte i Danmark – den mest åbne partistøttelov, vi har haft her i landet.
1019	Det synes jeg sådan set er rigtig dejligt.
1020	For det andet har vi jo lavet en aftale, som vi er glade for, med nogle samarbejdspartier, i det her tilfælde Socialdemokratiet, som vi er glade for at have lavet en aftale med.
1021	Det er jo ikke sådan, at Enhedslisten kommer til at blive involveret i alt det, Enhedslisten har lyst til.
1022	Men det er så bare mit gæt, og det kan være, fru Maria Reumert Gjerding har et andet gæt.
1023	Hr.
1024	Pelle Dragsted, Enhedslisten.
1025	Sagen er vel bare, at Liberal Alliance i det her selskab har indgået en alliance med de gamle magtpartier om at bevare en meget stor lukkethed.
1026	Det er vel den helt korte historie.
1027	Det, der så er spørgsmålet, er, hvad Liberal Alliance vil gøre fremadrettet.
1028	Nu er et maratonløb jo omkring 42 km, så de første kilometer må jeg forstå som en relativt lille del af vejen.
1029	Værsgo.
1030	Nu synes jeg, hr. Pelle Dragsted skal slappe lidt af.
1031	Det er sådan, at hvis vi ser på nogle af de sammenlignelige lande, så har Norge en beløbsgrænse på 28.500 dkr.
1032	Nederlandene har en beløbsgrænse på 33.500 dkr., Storbritannien har en beløbsgrænse på 65.400 kr., og Tyskland har en beløbsgrænse på 74.400 kr.
1033	Det skal sammenlignes med de 20.000 kr., vi har her i Danmark.
1034	Hr.
1035	Pelle Dragsted.
1036	Jeg slapper helt af.
1037	Det er jo ikke mig, der skal løbe en maraton, men ministeren.
1038	Men lad os nu lade det ligge.
1039	Jeg har ikke hørt nogen, der har kritiseret voldsomt, hvor beløbsgrænsen ligger.
1040	Vi så gerne, den lå lidt lavere, men det store problem er selvfølgelig, at der ikke er åbenhed på den anden side.
1041	Og det allerstørste problem er eksistensen af de her erhvervsklubber, som jo sådan set underminerer alt det andet, fordi man alligevel kan omgå reglerne gennem etablering af en erhvervsklub.
1042	Det er godt.
1043	To ting tror jeg der var, hvis jeg nåede at høre det hele.
1044	For det første vil jeg sige til det andet, at det er sådan, at den her aftale er blevet afsluttet, mens jeg har været økonomi- og indenrigsminister, og det står jeg på mål for.
1045	Det kan man ikke.
1046	Det vil sige, at i Liberal Alliance har vi selv pålagt os fuldt de samme regler, lige meget hvor pengene måtte komme fra, og det vil jeg bare sige at vi er rigtig stolte af.
1047	For vi er stolte af de mennesker, der sponsorerer vores parti.
1048	Så er det hr. Torsten Gejl, Alternativet.
1049	Tak.
1050	Jeg har jo i dag været lidt på jagt efter meningen med det her.
1051	Der ville jeg høre Liberal Alliances minister: Hvad er jeres argument?
1052	Værsgo.
1053	Jeg vil bare lige sige, at jeg er landets minister.
1054	Det er ikke afgørende for mig, hvorfor partierne mener, som de gør.
1055	Det, jeg glæder mig over, er, at vi får mere åbenhed.
1056	Det er vel også derfor, hr. Torsten Gejls parti stemmer for.
1057	Det er jo, fordi det her er et forslag, der trækker i den rigtige retning, hvis man mener det, som Alternativet mener.
1058	Hr.
1059	Torsten Gejl.
1060	Tak.
1061	Så vil jeg gerne spørge landets minister: Hvorfor er det, at Liberal Alliance ikke gerne vil gå længere? Hvad er argumenterne?
1062	Værsgo.
1063	Hr.
1064	Leif Mikkelsen har jo på glimrende vis argumenteret for og redegjort for Liberal Alliances synspunkter.
1065	De er kendte, og de er også refereret af Enhedslisten.
1066	Det er en dejlig dag, folk interesserer sig for vores synspunkter, og så er det bare, at jeg siger: Det er sådan set også en god dag, når vi går i den retning, som Liberal Alliance gerne vil.
1067	Jeg skulle da være et skarn, hvis ikke jeg glædede mig over, at nu går det endelig i den retning, som Liberal Alliance gerne vil.
1068	Det er i 20-25 år, eller hvor meget det nu er, siden man ændrede det her sidst, ikke gået i den rigtige retning.
1069	Nu gør det det.
1070	Tillykke til os.
1071	Tak for det.
1072	Der er ikke flere, der har bedt om ordet, så forhandlingen er sluttet.
1073	Jeg foreslår, at lovforslaget henvises til Udvalget for Forretningsordenen.
1074	Hvis ingen gør indsigelse, betragter jeg det som vedtaget.
1075	Det er vedtaget.
1076	Så vil jeg udsætte mødet til kl. 13.00.
1077	Klokken er 15 sekunder over kl. 13, og vi byder velkommen, især til vores gæster, som har ventet længe, og især også til ministeren, som nu kunne nå at komme frem, og alle andre.
1078	Forhandlingen er åbnet, og den første ordfører er hr. Malte Larsen fra Socialdemokratiet.
1079	Tak.
1080	Da vores ordfører, Magnus Heunicke, desværre ikke kan være til stede i salen i dag, skal jeg hermed læse ordførerens tale op.
1081	Det lovforslag, vi behandler her, afskaffer valgretten til kommunal-, regions- og europaparlamentsvalg for udlændinge, der f.eks. er i Danmark på tålt ophold, eller som er udviste udlændinge.
1082	I dag er det i forvejen sådan, at f.eks. udvisningsdømte udlændinge ikke har ret til at stemme ved valg til Folketinget eller til folkeafstemninger.
1083	På den måde lægger dette forslag op til at strømline valgretten i Danmark på dette område.
1084	En udlænding på tålt ophold kan f.eks. være udvist af Danmark på grund af grove forbrydelser, eller fordi man vurderer, at personen er til fare for statens sikkerhed.
1085	En udlænding på tålt ophold ville i så fald oftest kun være i Danmark, da en hjemsendelse kan medføre umenneskelig behandling i hjemlandet.
1086	Derfor er der også tale om et midlertidigt ophold, hvorfor den udviste person ikke har nogen fremtid i Danmark.
1087	Af samme årsager er det derfor naturligt, at udlændinge på tålt ophold ikke har en indflydelse på valg til kommunalbestyrelsen, til regionsrådet eller Europa-Parlamentet, i Danmark.
1088	Det samme gør sig gældende for udvisningsdømte udlændinge.
1089	Her er der tale om udlændinge, der afsoner deres dom eller venter på hjemsendelse.
1090	Derfor opholder den udvisningsdømte sig stadig i landet, selv om den udvisningsdømte i princippet er udvist.
1091	Her forekommer det igen meget enkelt, at hvis man er udvist af Danmark, fratages valgretten.
1092	Helt principielt er der jo tale om, at hvis man er udvist eller ikke har nogen fremtid i Danmark, skal man heller ikke have indflydelse på samfundsindretningen.
1093	Som nævnt tidligere er dette princip allerede gældende for valg til Folketinget og folkeafstemninger i Danmark, og dermed overføres samme grundsyn til andre valg i dansk sammenhæng.
1094	Vi tilslutter os herudover også en hurtig ikrafttræden, så forslaget er gældende fra næste kommunal- og regionsrådsvalg i november.
1095	Det er i forlængelse af det princip og af ovennævnte årsager, at vi i Socialdemokratiet støtter forslaget.
1096	Tak.
1097	Tak til ordføreren.
1098	Der er en kort bemærkning fra hr. Finn Sørensen.
1099	Værsgo.
1100	Tak.
1101	Det er en af de begrundelser, ordføreren bruger, jeg ikke helt forstår.
1102	For ordføreren henviser til, at de pågældende ikke har valgret til Folketinget og ret til at stemme ved folkeafstemninger, og det er fuldstændig korrekt.
1103	Men grunden til, at de ikke har det, er, at de ikke er danske statsborgere.
1104	Så det er jo et vilkår, de deler med mange, mange andre.
1105	Så lige den del af argumentationen forstår jeg ikke.
1106	Den anden del forstår jeg godt, og den er jeg jo så ikke enig i.
1107	Men lige den del af det forstår jeg ikke.
1108	For hvordan vil man så strømline det? Der er jo ikke en strømlining, når der er mange andre, der er i samme situation af samme årsag, nemlig at de ikke har et dansk statsborgerskab.
1109	Ordføreren.
1110	Jeg var lige lidt i tvivl, om der overhovedet var et spørgsmål.
1111	Spørgeren.
1112	Jeg forstår ikke, hvorfor ordføreren bruger det argument.
1113	For grunden til, at de pågældende ikke har valgret til Folketinget og ret til at stemme ved folkeafstemninger, er, at de ikke er danske statsborgere.
1114	Derfor kan man jo ikke sige, at vi så også skal strømline det og fratage dem valgretten til kommunalvalg.
1115	For hvis det er det, der er argumentet, skal vi fratage mange, mange andre mennesker valgretten.
1116	Ordføreren.
1117	Det er lidt teknisk.
1118	Det giver ikke ekstra spørgsmål, uanset om man forstår nogle spørgsmål eller svar.
1119	Vi går videre til den næste ordfører, og det er fru Susanne Eilersen fra Dansk Folkeparti.
1120	Velkommen.
1121	Tak for det, formand.
1122	Lovforslaget ligger jo i god tråd med den aftale, Dansk Folkeparti og Socialdemokratiet lavede med regeringen om strengere kontrol med udlændinge på tålt ophold, i juni 2016.
1123	Det er helt uhørt, og det er godt, at vi nu får ændret på det.
1124	Selvfølgelig skal borgere, der på alle måder er uønskede i Danmark, ikke have indflydelse på det danske demokrati, uanset hvor mange borgere det her drejer sig om.
1125	Det anstøder helt klart vores retsfølelse.
1126	Det er godt, at vi nu i dag får sat en stopper for det, og Dansk Folkeparti støtter forslaget.
1127	Tak for det.
1128	Der er en kort bemærkning fra hr. Finn Sørensen.
1129	Tak.
1130	Er det rigtigt forstået? Og ellers må ordføreren lige præcisere, hvad det så var, ordføreren sagde, og hvilke grupper vi så taler om.
1131	Ordføreren.
1132	Spørgeren.
1133	Tak.
1134	Ordføreren.
1135	Det er korrekt, ja.
1136	Tak til fru Susanne Eilersen.
1137	Jeg vil gerne byde velkommen til hr. Carl Holst fra Venstre, Danmarks Liberale Parti.
1138	Tak for det, formand.
1139	Venstre kan, ligesom de to foregående ordførere sagde, støtte forslaget.
1140	Og vi har den opfattelse, at når muligheden opstår, skal de udvises.
1141	Venstre forholder sig med støtten til det her lovforslag ikke til, at alle, der i dag ikke har stemmeret ved folkeafstemninger og folketingsvalg, men har det ved andre valg, skal have frataget det.
1142	Vi forholder os til den gruppe, som her er beskrevet.
1143	Tak.
1144	Tak for det.
1145	Der er også en kort bemærkning fra hr. Finn Sørensen.
1146	Tak for det.
1147	Ordføreren.
1148	Jeg skal ikke gøre mig til dommer over, hvordan man vægter uenigheden.
1149	Jeg kan gentage det, jeg efter egen overbevisning synes jeg forsøgte at formidle tydeligt.
1150	Vi mener ikke, at der nødvendigvis skal være en 1:1-sammenhæng mellem, hvem der har stemmeret til kommunal- og regionsrådsvalg, og hvem der har det til folketingsvalget.
1151	Spørgeren.
1152	Tak.
1153	Jeg synes, at jeg prøvede at stille spørgsmålet, sådan at der kunne svares ja eller nej på det.
1154	Hvad betyder det, at det ikke nødvendigvis skal være 1:1? Altså, det er en lidt ulden formulering.
1155	Er der en lille dør på klem for at bevæge sig i retning af Dansk Folkepartis synspunkt?
1156	Ordføreren.
1157	Tak til hr. Carl Holst.
1158	Der er ikke flere korte bemærkninger, og derfor byder vi velkommen til hr. Finn Sørensen fra Enhedslisten.
1159	Tak.
1160	I min ordførertale vil jeg nu holde mig til at tale om det lovforslag, vi skal behandle.
1161	Enhedslisten er grundlæggende af den opfattelse, at valgret til kommunal- og regionsrådsvalg og til Europa-Parlamentet skal være betinget af, at man har en opholdstilladelse her i landet.
1162	Så vidt kan man sige at vi helt overordnet er enige i det synspunkt, der ligger til grund for lovforslaget.
1163	Men stemmeretten er en af de helt grundlæggende menneskerettigheder.
1164	Den rangerer fuldstændig på linje med en anden meget, meget vigtig og grundlæggende rettighed, nemlig ytringsfriheden.
1165	Det arbejde synes vi ikke at regeringen har gjort i forbindelse med det her lovforslag.
1166	Det spiller naturligvis også ind, når man som parti skal vurdere, om man skal støtte et lovforslag som dette.
1167	Det er jo en vidtgående ting at begrænse en demokratisk rettighed.
1168	Med disse begrundelser vil Enhedslisten stemme imod lovforslaget.
1169	Tak for det.
1170	Der er en kort bemærkning fra hr. Carl Holst.
1171	Jeg forsøger nu at få ordføreren til at forholde sig lidt snævert til lovforslagets tekst og den persongruppe, vi taler om, i forhold til lovbehandlingen.
1172	Ordføreren.
1173	Tak.
1174	Og tak for spørgsmålet.
1175	Dermed kan det selvfølgelig også være en relevant diskussion, om grupper, der ikke har opholdstilladelse i Danmark, skal have valgret til de her organer.
1176	Det ligger jo i hele min ordførertale.
1177	Men det, jeg også siger, og det er jo der, hvor jeg synes, at regeringen ikke lever op til de forpligtelser, man har, når man beskæftiger sig med sådan et spørgsmål.
1178	Begrænsning af valgretten er en meget, meget indgribende foranstaltning.
1179	Og det mener vi ikke regeringen har løst, og derfor stemmer vi imod.
1180	Spørgeren.
1181	Jeg hæfter mig nu ved, at man i høringsnotatet fra ministeriet gør opmærksom på, at man mener, det er inden for rammerne af internationale konventioner.
1182	Jeg oplever bare, at ordføreren udtrykker, at han har forståelse for, at nogle grupper kan man fratage stemmeretten, men man stemmer imod forslaget, fordi det omhandler nogle andre grupper.
1183	Men den gruppe, vi taler om her, er vel en gruppe af borgere, der netop ikke er kendetegnet, ved at de har opholdstilladelse i Danmark.
1184	Ordføreren.
1185	Jeg synes, det var en meget kort og præcis ordførertale.
1186	Jeg synes, jeg gjorde mig meget umage for at sige det kort og præcist.
1187	Vi taler om den gruppe, som er beskrevet i lovforslaget.
1188	Jeg har læst lovforslaget, og jeg er udmærket klar over, hvad det er for en gruppe, vi taler om.
1189	Der er endnu et spørgsmål fra fru Susanne Eilersen.
1190	Tak for det.
1191	Jeg havde faktisk ikke tænkt mig at tage ordet, men jeg synes, at det her simpelt hen bliver så kringlet og indviklet.
1192	For ordføreren skyder lige pludselig i hvert fald både Venstres ordfører og mig i skoene, at vi taler om noget helt andet.
1193	Mig bekendt var det ordføreren selv, der spurgte den socialdemokratiske ordfører allerførst, om det også gjaldt den anden gruppe.
1194	Så det er ordføreren selv, der ligesom har bragt en helt anden gruppe mennesker i spil, måske fordi man gerne vil have den gruppe mennesker ind i det her.
1195	Det kunne jeg godt tænke mig lige at få et par ord om fra ordføreren.
1196	Ordføreren.
1197	Altså, mit spørgsmål til Socialdemokratiet gik jo ikke på, at vi skulle inddrage den anden gruppe.
1198	Og så var det bare, jeg spurgte, at hvad så med alle de andre, der heller ikke har statsborgerskab.
1199	Og der svarede den socialdemokratiske ordfører – heldigvis da, det er jeg glad for – at det altså ikke handlede om at tage stemmeretten fra alle dem.
1200	Og så gik ordføreren selv ind i det.
1201	Jamen hvad det andet angår, kan jeg egentlig ikke tilføje noget til det, jeg har sagt.
1202	Vores grundlæggende opfattelse er, at valgret hænger sammen med opholdstilladelse.
1203	Men at begrænse valgretten, en grundlæggende demokratisk ret, for en gruppe mennesker, kræver for at sige det på dansk en rigtig, rigtig god begrundelse.
